Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
2022-10-13T15-04-40OLMC-1,https://raw.githubusercontent.com/AnthonyCITWA/OLMCExhibit/main/OLMC-1.jpg,0:00:10,1:00:00,1/1/18 0:00,12/12/31 23:59,yes
